GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
jInstagram,org.jinstagram.entity.oembed,OembedInformation,122,180,11,11,1,42,12,31,1,31
jInstagram,org.jinstagram.entity.media,MediaInfoFeed,0,32,0,0,0,8,0,6,0,6
jInstagram,org.jinstagram.entity.users.basicinfo,UserInfoData,15,114,0,0,5,28,5,17,5,17
jInstagram,org.jinstagram.entity.users.basicinfo,UserInfo,0,27,0,0,0,8,0,6,0,6
jInstagram,org.jinstagram.entity.users.basicinfo,Counts,0,47,0,0,0,11,0,8,0,8
jInstagram,org.jinstagram.auth.oauth,InstagramService,79,48,6,0,16,12,6,5,3,5
jInstagram,org.jinstagram.entity.tags,TagMediaFeed,4,40,0,0,2,9,1,7,1,7
jInstagram,org.jinstagram.entity.tags,TagSearchFeed,0,32,0,0,0,8,0,6,0,6
jInstagram,org.jinstagram.entity.tags,TagInfoData,0,33,0,0,0,8,0,6,0,6
jInstagram,org.jinstagram.entity.tags,TagInfoFeed,0,32,0,0,0,8,0,6,0,6
